idx,timestamp,is_attack,fused_u,fused_b,fused_d,max_u,mean_u,min_b,mean_b,max_d,n_sensors,n_high_u
2977,05/11/16 01,0,0.105939,0.817983,0.076078,0.997880,0.831802,0.001538,0.160393,0.094872,31,653
2978,05/11/16 02,0,0.120355,0.788087,0.091558,0.998262,0.834224,0.001198,0.157051,0.234791,31,654
2979,05/11/16 03,0,0.148887,0.707465,0.143649,0.998303,0.836927,0.000949,0.153433,0.234791,31,658
2980,05/11/16 04,0,0.113926,0.805218,0.080857,0.998303,0.835553,0.000949,0.155226,0.182856,31,662
2981,05/11/16 05,0,0.090882,0.835085,0.074033,0.998263,0.834235,0.001079,0.156939,0.142408,31,662
2982,05/11/16 06,0,0.127761,0.774734,0.097505,0.998322,0.834780,0.000840,0.156178,0.169688,31,653
2983,05/11/16 07,0,0.156608,0.708568,0.134825,0.997898,0.836976,0.001725,0.153096,0.234791,31,653
2984,05/11/16 08,0,0.125774,0.781906,0.092319,0.997713,0.836394,0.001963,0.153987,0.182856,31,663
2985,05/11/16 09,0,0.131431,0.779245,0.089324,0.997896,0.835359,0.001672,0.155483,0.142408,31,661
2986,05/11/16 10,0,0.142238,0.749640,0.108122,0.997768,0.834950,0.001302,0.156131,0.124216,31,656
2987,05/11/16 11,0,0.130586,0.763212,0.106202,0.997768,0.836165,0.001014,0.154525,0.116821,31,655
2988,05/11/16 12,0,0.133217,0.754344,0.112439,0.998020,0.837232,0.000790,0.153062,0.131452,31,656
2989,05/11/16 13,0,0.156184,0.714469,0.129347,0.998359,0.838433,0.000615,0.151364,0.181693,31,663
2990,05/11/16 14,0,0.173320,0.642059,0.184621,0.998301,0.839868,0.000964,0.149104,0.248468,31,662
2991,05/11/16 15,0,0.141842,0.737942,0.120216,0.998141,0.840247,0.001412,0.148622,0.193507,31,662
2992,05/11/16 16,0,0.151662,0.729386,0.125997,0.998269,0.841074,0.001154,0.147489,0.206809,31,663
2993,05/11/16 17,0,0.145773,0.723913,0.130314,0.997877,0.840419,0.001752,0.148455,0.161063,31,664
2994,05/11/16 18,0,0.146948,0.719484,0.133568,0.997490,0.839571,0.002250,0.149679,0.125436,31,663
2995,05/11/16 19,0,0.148958,0.716145,0.136042,0.997190,0.839599,0.002408,0.149437,0.320991,31,657
2996,05/11/16 20,0,0.154374,0.707649,0.137977,0.997781,0.838829,0.001875,0.150652,0.249988,31,659
2997,05/11/16 21,0,0.162356,0.689865,0.147779,0.997880,0.838478,0.001748,0.151293,0.194691,31,660
2998,05/11/16 22,0,0.172297,0.668155,0.159548,0.997713,0.838635,0.001963,0.151200,0.151625,31,659
2999,05/11/16 23,0,0.183602,0.638830,0.177568,0.997713,0.839332,0.001565,0.150316,0.161541,31,659
3000,06/11/16 00,0,0.185783,0.631704,0.182513,0.997822,0.839656,0.001219,0.149897,0.158717,31,662
3001,06/11/16 01,0,0.136685,0.734738,0.128577,0.998303,0.838026,0.000949,0.152035,0.123609,31,663
3002,06/11/16 02,0,0.135037,0.738248,0.126715,0.998303,0.837201,0.000949,0.153141,0.124619,31,660
3003,06/11/16 03,0,0.117115,0.797113,0.090952,0.997656,0.836554,0.001975,0.154011,0.169688,31,655
3004,06/11/16 04,0,0.146711,0.744183,0.109107,0.997768,0.838194,0.001538,0.151727,0.234791,31,657
3005,06/11/16 05,0,0.149119,0.706539,0.144342,0.998262,0.838324,0.001198,0.151396,0.234791,31,660
3006,06/11/16 06,0,0.089706,0.839588,0.070706,0.998303,0.836199,0.000949,0.154287,0.182856,31,665
3007,06/11/16 07,0,0.127582,0.775952,0.096466,0.998263,0.836193,0.001190,0.154294,0.169688,31,657
3008,06/11/16 08,0,0.156487,0.709497,0.134016,0.997978,0.838574,0.001622,0.151018,0.234791,31,653
3009,06/11/16 09,0,0.123506,0.787359,0.089135,0.997962,0.838438,0.001642,0.151289,0.182856,31,663
3010,06/11/16 10,0,0.118608,0.800041,0.081449,0.997880,0.836957,0.001748,0.153363,0.142408,31,665
3011,06/11/16 11,0,0.126034,0.779030,0.094936,0.998043,0.835846,0.001479,0.154933,0.121242,31,657
3012,06/11/16 12,0,0.130296,0.765410,0.104293,0.998270,0.835714,0.001152,0.155167,0.112642,31,654
3013,06/11/16 13,0,0.138057,0.756055,0.110953,0.998312,0.835864,0.000897,0.155038,0.140481,31,654
3014,06/11/16 14,0,0.160353,0.700047,0.139600,0.998253,0.836229,0.001255,0.154436,0.198622,31,659
3015,06/11/16 15,0,0.176864,0.620332,0.202804,0.998286,0.836916,0.001056,0.153127,0.275743,31,659
3016,06/11/16 16,0,0.137544,0.764659,0.110949,0.997970,0.836236,0.001022,0.154107,0.214749,31,659
3017,06/11/16 17,0,0.149059,0.733266,0.117674,0.997938,0.835565,0.000796,0.155113,0.167247,31,658
3018,06/11/16 18,0,0.131480,0.754286,0.114234,0.998358,0.834746,0.000620,0.156271,0.130252,31,657
3019,06/11/16 19,0,0.128910,0.778481,0.092609,0.997968,0.834005,0.001635,0.157363,0.127545,31,654
3020,06/11/16 20,0,0.149510,0.735032,0.115458,0.998052,0.833803,0.001527,0.157689,0.142369,31,655
3021,06/11/16 21,0,0.132653,0.753441,0.113906,0.998153,0.833030,0.001398,0.158769,0.110877,31,654
3022,06/11/16 22,0,0.133449,0.749684,0.116867,0.998257,0.832524,0.001229,0.159492,0.113873,31,654
3023,06/11/16 23,0,0.121201,0.769024,0.109774,0.998255,0.831983,0.001240,0.160258,0.088684,31,653
3024,07/11/16 00,0,0.087479,0.845152,0.072266,0.997713,0.831234,0.001963,0.161314,0.070549,31,653
3025,07/11/16 01,0,0.095650,0.828667,0.075683,0.997967,0.830694,0.001538,0.162078,0.077972,31,653
3026,07/11/16 02,0,0.108570,0.805978,0.085453,0.998262,0.830562,0.001198,0.162244,0.091681,31,651
3027,07/11/16 03,0,0.121846,0.791442,0.086711,0.998303,0.832401,0.000949,0.159741,0.169688,31,652
3028,07/11/16 04,0,0.146512,0.744390,0.109098,0.998303,0.835041,0.000949,0.156093,0.234791,31,655
3029,07/11/16 05,0,0.164388,0.695181,0.141878,0.997768,0.837775,0.001538,0.152222,0.234791,31,663
3030,07/11/16 06,0,0.130458,0.767319,0.102222,0.998262,0.836312,0.001198,0.154192,0.182856,31,667
3031,07/11/16 07,0,0.105067,0.823234,0.074079,0.998303,0.835153,0.000949,0.155774,0.142408,31,661
3032,07/11/16 08,0,0.109688,0.819738,0.075448,0.998221,0.834748,0.001309,0.156365,0.126343,31,653
3033,07/11/16 09,0,0.120531,0.795834,0.085014,0.997768,0.834200,0.001892,0.157118,0.114967,31,654
3034,07/11/16 10,0,0.138587,0.758994,0.102419,0.997929,0.833975,0.001685,0.157438,0.126815,31,655
3035,07/11/16 11,0,0.145551,0.737810,0.116639,0.997833,0.835098,0.001678,0.155973,0.122326,31,655
3036,07/11/16 12,0,0.137604,0.754388,0.112435,0.998143,0.837500,0.001307,0.152708,0.169688,31,655
3037,07/11/16 13,0,0.134940,0.723577,0.158151,0.998280,0.838482,0.001018,0.150828,0.483818,31,664
3038,07/11/16 14,0,0.136347,0.733330,0.130323,0.998330,0.839986,0.000793,0.148589,0.376798,31,663
3039,07/11/16 15,0,0.138452,0.749185,0.112363,0.998203,0.840028,0.001333,0.148674,0.293450,31,664
3040,07/11/16 16,0,0.144845,0.737949,0.120209,0.998036,0.839595,0.001548,0.149360,0.228539,31,662
3041,07/11/16 17,0,0.144147,0.729864,0.125989,0.997669,0.839068,0.002019,0.150155,0.177987,31,663
3042,07/11/16 18,0,0.145772,0.723922,0.130306,0.997999,0.839201,0.001595,0.150107,0.169688,31,658
3043,07/11/16 19,0,0.149901,0.691358,0.158741,0.998164,0.839255,0.001382,0.149976,0.321444,31,659
3044,07/11/16 20,0,0.160257,0.699247,0.140496,0.997669,0.839293,0.002019,0.150094,0.250341,31,661
3045,07/11/16 21,0,0.175074,0.665393,0.159532,0.997847,0.840073,0.001791,0.149198,0.194966,31,661
3046,07/11/16 22,0,0.184458,0.636642,0.178900,0.997566,0.841004,0.002152,0.147908,0.226906,31,663
3047,07/11/16 23,0,0.190603,0.614911,0.208057,0.997364,0.841557,0.002411,0.147066,0.263101,31,665
3048,08/11/16 00,0,0.188744,0.549140,0.262116,0.997447,0.840437,0.001975,0.148436,0.293263,31,664
3049,08/11/16 01,0,0.195890,0.513540,0.290570,0.997768,0.839108,0.001538,0.150189,0.263101,31,662
3050,08/11/16 02,0,0.195730,0.543320,0.260950,0.998262,0.838071,0.001198,0.151694,0.204903,31,657
3051,08/11/16 03,0,0.109466,0.803400,0.098871,0.998303,0.836943,0.000949,0.153303,0.159579,31,656
3052,08/11/16 04,0,0.136201,0.770196,0.093603,0.998303,0.837215,0.000949,0.152885,0.234791,31,655
3053,08/11/16 05,0,0.148484,0.709823,0.141693,0.997845,0.838040,0.001205,0.151752,0.234791,31,658
3054,08/11/16 06,0,0.147592,0.739606,0.112802,0.997633,0.836851,0.000938,0.153409,0.182856,31,662
3055,08/11/16 07,0,0.123002,0.787829,0.089169,0.997986,0.835492,0.000731,0.155296,0.142408,31,661
3056,08/11/16 08,0,0.129076,0.751352,0.120376,0.997859,0.835722,0.000569,0.154844,0.236358,31,654
3057,08/11/16 09,0,0.089410,0.849159,0.065417,0.997991,0.834309,0.000443,0.156760,0.184075,31,655
3058,08/11/16 10,0,0.118679,0.796569,0.084752,0.997941,0.833743,0.000345,0.157575,0.143358,31,657
3059,08/11/16 11,0,0.108299,0.809262,0.082440,0.998262,0.833358,0.000269,0.158161,0.111647,31,652
3060,08/11/16 12,0,0.102403,0.815601,0.082604,0.998303,0.832796,0.000209,0.158949,0.086951,31,654
3061,08/11/16 13,0,0.112403,0.800203,0.087394,0.998316,0.832565,0.000875,0.159293,0.095663,31,656
3062,08/11/16 14,0,0.120509,0.795833,0.091289,0.998203,0.833888,0.001333,0.157512,0.175331,31,654
3063,08/11/16 15,0,0.118015,0.809506,0.072803,0.998013,0.833478,0.001309,0.158062,0.157773,31,655
3064,08/11/16 16,0,0.093537,0.829956,0.076506,0.997954,0.832438,0.001019,0.159435,0.122874,31,660
3065,08/11/16 17,0,0.106837,0.807285,0.085877,0.998262,0.831653,0.000794,0.160519,0.095694,31,653
3066,08/11/16 18,0,0.118100,0.786045,0.095855,0.998359,0.831629,0.000618,0.160613,0.106765,31,652
3067,08/11/16 19,0,0.118477,0.801200,0.080323,0.998254,0.831795,0.001243,0.160422,0.117120,31,652
3068,08/11/16 20,0,0.125921,0.745832,0.133874,0.998253,0.833281,0.001255,0.157936,0.419710,31,655
3069,08/11/16 21,0,0.130212,0.766129,0.103659,0.998298,0.834176,0.000979,0.156814,0.326870,31,657
3070,08/11/16 22,0,0.137411,0.754663,0.110488,0.998321,0.835427,0.000841,0.155223,0.254567,31,658
3071,08/11/16 23,0,0.151107,0.704848,0.144045,0.998341,0.837133,0.000726,0.152903,0.246737,31,660
3072,09/11/16 00,0,0.168592,0.656434,0.174974,0.998321,0.838124,0.000841,0.151478,0.203324,31,663
3073,09/11/16 01,0,0.178559,0.616022,0.205539,0.998229,0.839386,0.001299,0.149531,0.267279,31,664
3074,09/11/16 02,0,0.136977,0.718449,0.144575,0.997822,0.839340,0.001219,0.149711,0.208157,31,663
3075,09/11/16 03,0,0.147005,0.741589,0.111406,0.998303,0.838761,0.000949,0.150603,0.169688,31,661
3076,09/11/16 04,0,0.116005,0.801144,0.095126,0.998303,0.837494,0.000949,0.152357,0.132153,31,662
3077,09/11/16 05,0,0.122910,0.783524,0.093566,0.998262,0.838070,0.001198,0.151509,0.234791,31,658
3078,09/11/16 06,0,0.149100,0.706789,0.144110,0.997907,0.840015,0.001211,0.148938,0.234791,31,656
3079,09/11/16 07,0,0.156452,0.709290,0.134258,0.998304,0.840278,0.000943,0.148701,0.182856,31,664
3080,09/11/16 08,0,0.124342,0.789121,0.087941,0.997451,0.839633,0.002231,0.149642,0.142408,31,664
3081,09/11/16 09,0,0.133220,0.765049,0.101731,0.997888,0.838973,0.001738,0.150599,0.116464,31,662
3082,09/11/16 10,0,0.140278,0.746471,0.113251,0.997584,0.838495,0.002128,0.151302,0.122716,31,660
3083,09/11/16 11,0,0.151109,0.721825,0.127066,0.997533,0.837892,0.001939,0.152181,0.129061,31,658
3084,09/11/16 12,0,0.164968,0.691670,0.143362,0.997773,0.837596,0.001510,0.152696,0.142559,31,659
3085,09/11/16 13,0,0.175966,0.665498,0.158536,0.998266,0.837437,0.001176,0.152967,0.147418,31,658
3086,09/11/16 14,0,0.177563,0.656391,0.166046,0.998254,0.837720,0.001007,0.152608,0.138780,31,660
3087,09/11/16 15,0,0.175867,0.655442,0.168691,0.997420,0.838140,0.000784,0.152077,0.133381,31,661
3088,09/11/16 16,0,0.166422,0.670602,0.162975,0.997572,0.839996,0.000611,0.149288,0.258349,31,660
3089,09/11/16 17,0,0.166157,0.659946,0.187679,0.997768,0.840510,0.000476,0.148295,0.358310,31,662
3090,09/11/16 18,0,0.136152,0.737231,0.126617,0.997914,0.838828,0.000370,0.150724,0.279052,31,667
3091,09/11/16 19,0,0.134638,0.740139,0.125223,0.998376,0.837442,0.000288,0.152674,0.217326,31,660
3092,09/11/16 20,0,0.133981,0.741548,0.124471,0.998044,0.836287,0.001490,0.154276,0.169254,31,656
3093,09/11/16 21,0,0.133640,0.742338,0.124023,0.997944,0.835495,0.001160,0.155381,0.131815,31,656
3094,09/11/16 22,0,0.133443,0.742818,0.123739,0.998311,0.835020,0.000904,0.156080,0.107689,31,656
3095,09/11/16 23,0,0.139493,0.741185,0.123551,0.998283,0.834458,0.001060,0.156890,0.116002,31,656
3096,10/11/16 00,0,0.148096,0.722453,0.129451,0.998324,0.834022,0.000825,0.157514,0.122652,31,657
3097,10/11/16 01,0,0.155247,0.705912,0.138841,0.998262,0.833711,0.001198,0.157948,0.126809,31,656
3098,10/11/16 02,0,0.155917,0.700943,0.143139,0.998262,0.833794,0.001198,0.157845,0.121821,31,655
3099,10/11/16 03,0,0.148346,0.712122,0.139532,0.997918,0.833852,0.001219,0.157735,0.137896,31,654
3100,10/11/16 04,0,0.120754,0.761442,0.117803,0.998303,0.836189,0.000949,0.154484,0.234791,31,657
3101,10/11/16 05,0,0.149252,0.705366,0.145382,0.998303,0.838630,0.000949,0.151180,0.234791,31,661
3102,10/11/16 06,0,0.135822,0.752766,0.111412,0.998262,0.838042,0.001198,0.151909,0.228212,31,667
3103,10/11/16 07,0,0.126457,0.786024,0.087519,0.997884,0.836781,0.001743,0.153673,0.177732,31,664
3104,10/11/16 08,0,0.125855,0.780669,0.093635,0.997876,0.835909,0.001753,0.154899,0.138418,31,655
3105,10/11/16 09,0,0.130166,0.752244,0.122447,0.997946,0.835854,0.001664,0.154694,0.305997,31,654
3106,10/11/16 10,0,0.132899,0.756975,0.110126,0.998016,0.835181,0.001573,0.155690,0.238311,31,657
3107,10/11/16 11,0,0.134739,0.750061,0.115200,0.998167,0.835568,0.001380,0.155236,0.185597,31,655
3108,10/11/16 12,0,0.144421,0.745002,0.118971,0.998221,0.836116,0.001298,0.154490,0.167585,31,659
3109,10/11/16 13,0,0.164905,0.677773,0.157322,0.998124,0.838526,0.001011,0.151031,0.226837,31,660
3110,10/11/16 14,0,0.148281,0.736995,0.122049,0.998064,0.839585,0.000787,0.149687,0.176661,31,664
3111,10/11/16 15,0,0.139214,0.751089,0.118991,0.998318,0.838879,0.000613,0.150675,0.141839,31,664
3112,10/11/16 16,0,0.125264,0.769423,0.105313,0.998382,0.837274,0.000478,0.152906,0.110464,31,662
3113,10/11/16 17,0,0.100904,0.819497,0.082082,0.997713,0.835834,0.001963,0.154841,0.088501,31,656
3114,10/11/16 18,0,0.114916,0.799839,0.085245,0.997777,0.834363,0.001881,0.156855,0.100743,31,654
3115,10/11/16 19,0,0.096341,0.838923,0.064736,0.997713,0.833147,0.001963,0.158528,0.089324,31,653
3116,10/11/16 20,0,0.080149,0.858654,0.061402,0.997765,0.832133,0.001896,0.159909,0.069566,31,652
3117,10/11/16 21,0,0.114227,0.803779,0.081994,0.997778,0.831775,0.001879,0.160443,0.111561,31,652
3118,10/11/16 22,0,0.113233,0.805084,0.081683,0.997871,0.831353,0.001760,0.161065,0.100608,31,651
3119,10/11/16 23,0,0.093240,0.829884,0.076876,0.997945,0.830850,0.001665,0.161784,0.078353,31,653
3120,11/11/16 00,0,0.092159,0.834755,0.073086,0.997991,0.830483,0.001605,0.162322,0.074026,31,653
3121,11/11/16 01,0,0.116611,0.803125,0.080264,0.997936,0.830549,0.001565,0.162245,0.114834,31,653
3122,11/11/16 02,0,0.119343,0.789378,0.091279,0.998115,0.831973,0.001219,0.160125,0.234791,31,653
3123,11/11/16 03,0,0.117788,0.809216,0.075855,0.998303,0.832927,0.000949,0.158808,0.182856,31,655
3124,11/11/16 04,0,0.147065,0.741769,0.111167,0.998303,0.833610,0.000949,0.157877,0.169688,31,657
3125,11/11/16 05,0,0.127301,0.769658,0.105860,0.998299,0.835961,0.000974,0.154526,0.234791,31,658
3126,11/11/16 06,0,0.154482,0.684018,0.161501,0.997844,0.837268,0.001117,0.152690,0.234791,31,661
3127,11/11/16 07,0,0.136960,0.761257,0.101783,0.997904,0.836666,0.000870,0.153603,0.182856,31,662
3128,11/11/16 08,0,0.149323,0.730263,0.120415,0.998349,0.836918,0.000677,0.153331,0.169688,31,660
3129,11/11/16 09,0,0.153165,0.711849,0.139561,0.997863,0.837637,0.001769,0.152272,0.242515,31,658
3130,11/11/16 10,0,0.133212,0.754222,0.112565,0.998009,0.837362,0.001548,0.152698,0.188871,31,659
3131,11/11/16 11,0,0.134970,0.747983,0.117048,0.998261,0.838037,0.001206,0.151811,0.147093,31,658
3132,11/11/16 12,0,0.142650,0.743444,0.120362,0.998298,0.838986,0.000980,0.150579,0.155358,31,658
3133,11/11/16 13,0,0.163006,0.691453,0.145541,0.998262,0.840000,0.001198,0.149072,0.207086,31,664
3134,11/11/16 14,0,0.179218,0.602768,0.218013,0.998159,0.841082,0.001390,0.147120,0.304899,31,662
3135,11/11/16 15,0,0.145769,0.723950,0.130281,0.997644,0.840993,0.002052,0.147344,0.237455,31,664
3136,11/11/16 16,0,0.146945,0.719512,0.133543,0.997564,0.841157,0.002154,0.147286,0.184930,31,662
3137,11/11/16 17,0,0.147811,0.716166,0.136022,0.997701,0.841497,0.001979,0.146700,0.268678,31,662
3138,11/11/16 18,0,0.149674,0.713625,0.137917,0.997574,0.840346,0.002142,0.148445,0.209247,31,664
3139,11/11/16 19,0,0.165891,0.688061,0.146048,0.997314,0.839604,0.002342,0.149648,0.162962,31,661
3140,11/11/16 20,0,0.178240,0.658330,0.163430,0.997821,0.839182,0.001824,0.150321,0.153443,31,658
3141,11/11/16 21,0,0.184716,0.640786,0.174498,0.997699,0.839421,0.001981,0.150105,0.147958,31,660
3142,11/11/16 22,0,0.191312,0.615742,0.192947,0.997413,0.840215,0.002010,0.149062,0.170539,31,659
3143,11/11/16 23,0,0.143488,0.734738,0.128577,0.997403,0.839141,0.001565,0.150552,0.140516,31,663
3144,12/11/16 00,0,0.137520,0.738248,0.126715,0.997858,0.837926,0.001219,0.152208,0.109434,31,664
3145,12/11/16 01,0,0.134285,0.740098,0.125617,0.998303,0.836840,0.000949,0.153647,0.101860,31,655
3146,12/11/16 02,0,0.133873,0.741219,0.124908,0.998262,0.836463,0.001198,0.154160,0.127936,31,656
3147,12/11/16 03,0,0.120763,0.787728,0.092031,0.998262,0.836147,0.001198,0.154608,0.169688,31,656
3148,12/11/16 04,0,0.147183,0.741397,0.111420,0.998303,0.836917,0.000949,0.153481,0.234791,31,658
3149,12/11/16 05,0,0.148857,0.707752,0.143390,0.998303,0.836734,0.000949,0.153638,0.234791,31,660
3150,12/11/16 06,0,0.090166,0.844206,0.066460,0.997999,0.834917,0.001516,0.156137,0.182856,31,662
3151,12/11/16 07,0,0.104735,0.816596,0.078669,0.998262,0.833800,0.001181,0.157625,0.142408,31,656
3152,12/11/16 08,0,0.114485,0.812146,0.073369,0.998308,0.833336,0.000920,0.158237,0.130651,31,652
3153,12/11/16 09,0,0.128258,0.744443,0.129591,0.997853,0.836218,0.001782,0.154106,0.325323,31,653
3154,12/11/16 10,0,0.118388,0.797061,0.088983,0.997967,0.836742,0.001443,0.153516,0.253362,31,658
3155,12/11/16 11,0,0.118289,0.796843,0.091137,0.998253,0.836318,0.001124,0.154087,0.197318,31,663
3156,12/11/16 12,0,0.125826,0.780840,0.093334,0.998286,0.835899,0.000875,0.154726,0.153672,31,659
3157,12/11/16 13,0,0.135999,0.762145,0.103120,0.998348,0.835850,0.000682,0.154880,0.130324,31,656
3158,12/11/16 14,0,0.158481,0.708849,0.132670,0.998021,0.836191,0.001352,0.154445,0.170406,31,659
3159,12/11/16 15,0,0.174665,0.640315,0.185020,0.998004,0.836963,0.001053,0.153151,0.241885,31,659
3160,12/11/16 16,0,0.157506,0.677285,0.165209,0.998325,0.837239,0.000820,0.152855,0.188380,31,659
3161,12/11/16 17,0,0.131456,0.765289,0.103254,0.998004,0.836035,0.001588,0.154489,0.146711,31,659
3162,12/11/16 18,0,0.119081,0.805197,0.089852,0.998193,0.836311,0.001346,0.154208,0.169688,31,659
3163,12/11/16 19,0,0.126441,0.770478,0.109566,0.998252,0.836903,0.001260,0.153116,0.318326,31,655
3164,12/11/16 20,0,0.114724,0.809379,0.075897,0.998227,0.835363,0.001302,0.155279,0.247912,31,662
3165,12/11/16 21,0,0.107572,0.808350,0.084077,0.998263,0.834318,0.001195,0.156789,0.193074,31,657
3166,12/11/16 22,0,0.113285,0.798427,0.088288,0.998144,0.833907,0.001409,0.157441,0.150366,31,652
3167,12/11/16 23,0,0.146838,0.723068,0.130093,0.997772,0.833710,0.001887,0.157720,0.200411,31,654
3168,13/11/16 00,0,0.165431,0.682600,0.151970,0.997713,0.833347,0.001963,0.158311,0.158717,31,657
3169,13/11/16 01,0,0.117762,0.787822,0.107254,0.998004,0.832561,0.001538,0.159424,0.123609,31,656
3170,13/11/16 02,0,0.128738,0.768833,0.102428,0.998262,0.832347,0.001198,0.159758,0.110944,31,654
3171,13/11/16 03,0,0.117604,0.810455,0.079305,0.998303,0.833508,0.000949,0.158145,0.169688,31,652
3172,13/11/16 04,0,0.147149,0.742007,0.110844,0.998303,0.836307,0.000949,0.154299,0.234791,31,656
3173,13/11/16 05,0,0.165013,0.692875,0.144889,0.997433,0.839182,0.001278,0.150293,0.234791,31,666
3174,13/11/16 06,0,0.147632,0.728720,0.123648,0.997570,0.839241,0.000995,0.150198,0.232610,31,670
3175,13/11/16 07,0,0.154127,0.702640,0.148040,0.998034,0.839043,0.000775,0.150449,0.246195,31,663
3176,13/11/16 08,0,0.165802,0.686698,0.147569,0.998361,0.840816,0.000603,0.148154,0.191736,31,662
3177,13/11/16 09,0,0.159715,0.696689,0.143596,0.998159,0.842064,0.001390,0.146129,0.299666,31,663
3178,13/11/16 10,0,0.136707,0.753762,0.112883,0.997768,0.841343,0.001892,0.147216,0.233380,31,668
3179,13/11/16 11,0,0.138408,0.747680,0.117296,0.997768,0.841497,0.001892,0.147108,0.181757,31,663
3180,13/11/16 12,0,0.141813,0.738227,0.120556,0.998030,0.841758,0.001520,0.146853,0.144996,31,659
3181,13/11/16 13,0,0.161009,0.695828,0.143163,0.998262,0.842059,0.001184,0.146299,0.208967,31,664
3182,13/11/16 14,0,0.177434,0.613878,0.208688,0.998308,0.842853,0.000922,0.144878,0.285148,31,665
3183,13/11/16 15,0,0.165232,0.686125,0.148643,0.998081,0.842475,0.001334,0.145516,0.222074,31,666
3184,13/11/16 16,0,0.169601,0.673404,0.156996,0.997778,0.842072,0.001039,0.146179,0.172951,31,667
3185,13/11/16 17,0,0.182780,0.635337,0.181884,0.998262,0.842001,0.000809,0.146390,0.177248,31,663
3186,13/11/16 18,0,0.192176,0.586265,0.221559,0.998357,0.842137,0.000630,0.146225,0.228206,31,663
3187,13/11/16 19,0,0.202858,0.491471,0.305671,0.998004,0.842118,0.001589,0.146082,0.362551,31,662
3188,13/11/16 20,0,0.204171,0.480656,0.443153,0.997601,0.843012,0.000004,0.143563,0.850000,31,663
3189,13/11/16 21,0,0.193646,0.306254,0.614156,0.997793,0.843411,0.000003,0.142041,0.850000,31,664
3190,13/11/16 22,0,0.142691,0.734679,0.185277,0.998282,0.841578,0.000002,0.145165,0.661981,31,667
3191,13/11/16 23,0,0.135037,0.738248,0.126715,0.998255,0.839951,0.000002,0.147798,0.515551,31,662
3192,14/11/16 00,0,0.137769,0.740098,0.125617,0.997741,0.838438,0.000001,0.150144,0.401512,31,658
3193,14/11/16 01,0,0.147509,0.729129,0.124908,0.997814,0.837488,0.000001,0.151671,0.312698,31,655
3194,14/11/16 02,0,0.152051,0.715476,0.132472,0.998262,0.838027,0.000001,0.151136,0.243529,31,654
3195,14/11/16 03,0,0.151138,0.709852,0.141651,0.998303,0.838342,0.000001,0.150846,0.234791,31,656
3196,14/11/16 04,0,0.126502,0.754531,0.118967,0.998303,0.837440,0.000000,0.152233,0.182856,31,660
3197,14/11/16 05,0,0.146546,0.744400,0.109054,0.998302,0.836853,0.000000,0.153142,0.169688,31,659
3198,14/11/16 06,0,0.133205,0.747557,0.119505,0.998311,0.837259,0.000000,0.152445,0.270475,31,656
3199,14/11/16 07,0,0.162450,0.638869,0.198681,0.998262,0.837338,0.000000,0.152179,0.331654,31,658
3200,14/11/16 08,0,0.102532,0.820996,0.082069,0.998345,0.835858,0.000000,0.154287,0.258292,31,660
3201,14/11/16 09,0,0.116661,0.801583,0.081756,0.998221,0.834487,0.000000,0.156226,0.201158,31,657
3202,14/11/16 10,0,0.084594,0.851244,0.064161,0.998143,0.833317,0.000000,0.157883,0.156662,31,653
3203,14/11/16 11,0,0.114757,0.807614,0.077629,0.998194,0.833107,0.000000,0.158247,0.122716,31,652
3204,14/11/16 12,0,0.120822,0.787668,0.091510,0.998287,0.832777,0.000000,0.158737,0.101860,31,651
3205,14/11/16 13,0,0.101955,0.822059,0.076448,0.998335,0.832439,0.000000,0.159238,0.098511,31,654
3206,14/11/16 14,0,0.135619,0.763851,0.100530,0.998103,0.833718,0.000000,0.157560,0.169688,31,654
3207,14/11/16 15,0,0.147675,0.730119,0.124402,0.998082,0.834771,0.000000,0.156101,0.232179,31,657
3208,14/11/16 16,0,0.111929,0.804912,0.083158,0.998267,0.834233,0.000000,0.156870,0.180821,31,661
3209,14/11/16 17,0,0.120942,0.764565,0.114493,0.998299,0.835564,0.000000,0.154876,0.315660,31,658
3210,14/11/16 18,0,0.106035,0.814150,0.079815,0.998385,0.834665,0.000000,0.156214,0.245836,31,659
3211,14/11/16 19,0,0.118322,0.802183,0.079495,0.998376,0.833602,0.000000,0.157773,0.191457,31,659
3212,14/11/16 20,0,0.125846,0.780546,0.093608,0.998385,0.832742,0.000000,0.159019,0.149107,31,654
3213,14/11/16 21,0,0.130170,0.766497,0.103333,0.997920,0.832395,0.001697,0.159538,0.116125,31,653
3214,14/11/16 22,0,0.132907,0.756836,0.110258,0.997824,0.833577,0.001820,0.158009,0.129571,31,653
3215,14/11/16 23,0,0.143800,0.749948,0.115306,0.997908,0.835042,0.001565,0.156055,0.161001,31,658
3216,15/11/16 00,0,0.164153,0.682390,0.153457,0.997973,0.837129,0.001219,0.152973,0.223075,31,661
3217,15/11/16 01,0,0.179508,0.602393,0.218100,0.998303,0.840453,0.000949,0.147903,0.288910,31,662
3218,15/11/16 02,0,0.147745,0.738827,0.122599,0.998303,0.840599,0.000949,0.147904,0.225003,31,668
3219,15/11/16 03,0,0.139848,0.744567,0.115585,0.998262,0.838923,0.001198,0.150313,0.175233,31,667
3220,15/11/16 04,0,0.115986,0.797971,0.096376,0.998262,0.837723,0.000955,0.152009,0.136471,31,659
